time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/clip_range,train/entropy_loss,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
2326528,311.84,61,37904,1136,102.96,1382.8233642578125,0.00025,0.21546447277069092,0.0,0.2,-2.0818264516719864e-06,4540,0.0,1.6589183360338211e-09,2926.9429473876953,,
2328576,311.52,61,37905,1137,102.88,1671.8779296875,0.00025,0.2716640830039978,0.0,0.2,-2.541737099903685e-06,4544,0.0,-1.8917489796876907e-09,3433.4793853759766,,
2330624,308.96,61,37905,1138,102.24,1244.11279296875,0.00025,0.27417153120040894,0.0,0.2,-3.3407023778408984e-06,4548,0.0,-1.9208528101444244e-09,2781.387008666992,,
2332672,306.4,61,37906,1139,101.6,1531.9293212890625,0.00025,0.24470758438110352,0.0,0.2,-1.9549361311987923e-06,4552,0.0,-2.0081643015146255e-09,2755.742431640625,,
2334720,305.76,61,37907,1140,101.44,1482.2730712890625,0.00025,0.28617995977401733,0.0,0.2,-5.213130265246946e-06,4556,0.0,-1.0913936421275139e-08,3309.9645080566406,,
2336768,304.48,61,37907,1141,101.12,1726.7430419921875,0.00025,0.2741382122039795,0.0,0.2,-4.012372357919958e-06,4560,0.0,2.2992026060819626e-09,2832.1564178466797,,
2338816,303.52,61,37908,1142,100.88,1234.7392578125,0.00025,0.24958336353302002,0.0,0.2,-3.559445772793879e-06,4564,0.0,8.731149137020111e-10,2508.551513671875,,
2340864,303.84,61,37909,1143,100.96,1649.82080078125,0.00025,0.2482425570487976,0.0,0.2,-2.847198757649494e-06,4568,0.0,-3.3178366720676422e-09,3076.9429931640625,,
2342912,308.96,61,37910,1144,102.24,1541.593505859375,0.00025,0.2609676718711853,0.0,0.2,-3.2193916297273972e-06,4572,0.0,-4.103640094399452e-09,3253.4835662841797,,
2344960,309.92,61,37910,1145,102.48,1157.905517578125,0.00025,0.23782533407211304,0.0,0.2,-2.575227767920296e-06,4576,0.0,2.3283064365386963e-09,2695.962890625,,
2347008,311.52,61,37911,1146,102.88,1346.436279296875,0.00025,0.22976559400558472,0.0,0.2,-1.958573513149986e-06,4580,0.0,-1.7462298274040222e-09,2677.616226196289,,
2349056,310.88,61,37912,1147,102.72,1667.6256103515625,0.00025,0.24072718620300293,0.0,0.2,-3.4565763158411755e-06,4584,0.0,-2.8812792152166367e-09,3288.0892333984375,,
2351104,310.24,62,37913,1148,102.56,1134.569091796875,0.00025,0.26682376861572266,0.0,0.2,-2.5392791371814383e-06,4588,0.0,-1.5425030142068863e-09,2822.621856689453,,
2353152,306.08,62,37913,1149,101.52,1450.74365234375,0.00025,0.23682165145874023,0.0,0.2,-2.1370818430455074e-06,4592,0.0,3.7834979593753815e-10,2981.853729248047,,
2355200,307.04,62,37914,1150,101.76,1530.726318359375,0.00025,0.25969934463500977,0.0,0.2,-1.7186495426813053e-06,4596,0.0,1.0477378964424133e-09,3059.825393676758,,
2357248,308.64,62,37915,1151,102.16,1657.595703125,0.00025,0.24631977081298828,0.0,0.2,-2.4523093884454283e-06,4600,0.0,-5.0640664994716644e-09,3058.3125610351562,,
2359296,310.56,62,37915,1152,102.64,1392.1492919921875,0.00025,0.22054243087768555,0.0,0.2,-2.3201145182838445e-06,4604,0.0,3.7834979593753815e-10,2858.248794555664,,
2361344,313.76,62,37916,1153,103.44,1405.4281005859375,0.00025,0.22790992259979248,0.0,0.2,-1.7781086469881302e-06,4608,0.0,1.3969838619232178e-09,3003.4308471679688,,
2363392,318.24,62,37917,1154,104.56,1724.404052734375,0.00025,0.23375976085662842,0.0,0.2,-1.9094927878882118e-06,4612,0.0,1.8044374883174896e-09,3057.262664794922,,
2365440,319.2,62,37917,1155,104.8,1343.655517578125,0.00025,0.2520669102668762,0.0,0.2,-4.558496954132352e-06,4616,0.0,4.2782630771398544e-09,3007.458450317383,,
2367488,319.52,62,37918,1156,104.88,1212.520263671875,0.00025,0.23778116703033447,0.0,0.2,-3.2777828238295115e-06,4620,0.0,-7.275957614183426e-10,2636.1065826416016,,
2369536,318.24,62,37919,1157,104.56,1618.994384765625,0.00025,0.2112751007080078,0.0,0.2,-2.483495741500974e-06,4624,0.0,-9.89530235528946e-10,2863.265853881836,,
2371584,314.4,62,37920,1158,103.6,1429.1463623046875,0.00025,0.23587530851364136,0.0,0.2,-1.801715129090553e-06,4628,0.0,-1.7462298274040222e-10,2837.8444061279297,,
2373632,311.84,62,37921,1159,102.96,1555.9326171875,0.00025,0.22883588075637817,0.0,0.2,-1.9634688257497146e-06,4632,0.0,-2.6193447411060333e-10,3092.379119873047,,
2375680,311.2,62,37921,1160,102.8,1641.134765625,0.00025,0.24858689308166504,0.0,0.2,-2.9105212178137663e-06,4636,0.0,-3.92901711165905e-09,3134.500213623047,,
2377728,307.04,62,37922,1161,101.76,1400.927490234375,0.00025,0.2243245244026184,0.0,0.2,-1.7208441818183928e-06,4640,0.0,7.566995918750763e-10,2970.5092163085938,,
2379776,310.56,62,37923,1162,102.64,1443.748046875,0.00025,0.2657932639122009,0.0,0.2,-3.2594274870234585e-06,4644,0.0,1.7462298274040222e-10,2967.2032012939453,,
2381824,311.2,62,37923,1163,102.8,1231.682861328125,0.00025,0.2289642095565796,0.0,0.2,-1.6946005771956152e-06,4648,0.0,-4.656612873077393e-10,2622.901840209961,,
2383872,310.24,62,37924,1164,102.56,1688.912841796875,0.00025,0.22893011569976807,0.0,0.2,-2.089382533654316e-06,4652,0.0,8.149072527885437e-10,3198.5673828125,,
2385920,308.32,62,37925,1165,102.08,1629.3125,0.00025,0.26428914070129395,0.0,0.2,-3.353384926185754e-06,4656,0.0,2.35741026699543e-09,3281.686508178711,,
2387968,308.64,62,37925,1166,102.16,1153.83056640625,0.00025,0.283489465713501,0.0,0.2,-4.2117601992686104e-06,4660,0.0,-1.4260876923799515e-09,2695.565444946289,,
2390016,307.68,63,37926,1167,101.92,1346.2564697265625,0.00025,0.23577070236206055,0.0,0.2,-2.9725241503797406e-06,4664,0.0,1.6152625903487206e-09,2577.476760864258,,
2392064,308.64,63,37927,1168,102.16,1598.2249755859375,0.00025,0.24734914302825928,0.0,0.2,-4.156320514425715e-06,4668,0.0,-2.2118911147117615e-09,3375.7618103027344,,
2394112,309.28,63,37928,1169,102.32,1376.908935546875,0.00025,0.2895095944404602,0.0,0.2,-3.832218610000382e-06,4672,0.0,-4.656612873077393e-10,2818.3070220947266,,
2396160,310.88,63,37928,1170,102.72,1507.0509033203125,0.00025,0.2555633783340454,0.0,0.2,-3.6813833759197223e-06,4676,0.0,-3.4924596548080444e-10,2619.1459045410156,,
2398208,314.4,63,37929,1171,103.6,1555.0872802734375,0.00025,0.21627241373062134,0.0,0.2,-2.423731572775978e-06,4680,0.0,-2.852175384759903e-09,2832.751419067383,,
2400000,,,,,,1527.312744140625,0.00025,0.23257547616958618,0.0,0.2,-1.724841055761317e-06,4684,0.0,5.529727786779404e-10,2916.2180938720703,316.0,104.0
2400256,315.68,63,37932,1172,103.92,,,,,,,,,,,,
2402304,316.0,63,37933,1173,104.0,1387.9327392578125,0.00025,0.24530953168869019,0.0,0.2,-3.5248174796720377e-06,4688,0.0,-3.550667315721512e-09,3056.787796020508,,
2404352,315.04,63,37933,1174,103.76,1444.008544921875,0.00025,0.24723303318023682,0.0,0.2,-2.7685691748047248e-06,4692,0.0,-8.731149137020111e-10,3087.9864959716797,,
2406400,314.4,63,37934,1175,103.6,1244.560791015625,0.00025,0.286609411239624,0.0,0.2,-5.415835715893991e-06,4696,0.0,3.1141098588705063e-09,2770.5829315185547,,
2408448,313.44,63,37935,1176,103.36,1451.8714599609375,0.00025,0.22563213109970093,0.0,0.2,-2.8741574169544037e-06,4700,0.0,-2.0954757928848267e-09,2803.6343841552734,,
2410496,312.8,63,37935,1177,103.2,1513.6651611328125,0.00025,0.22104817628860474,0.0,0.2,-1.8359947802082388e-06,4704,0.0,-3.41970007866621e-09,2960.4955444335938,,
2412544,312.48,63,37936,1178,103.12,1559.3570556640625,0.00025,0.2578188180923462,0.0,0.2,-3.0657279381784974e-06,4708,0.0,3.5070115700364113e-09,3056.2418823242188,,
2414592,311.2,63,37937,1179,102.8,1456.778076171875,0.00025,0.2456822395324707,0.0,0.2,-2.5527064195784988e-06,4712,0.0,1.3096723705530167e-09,2898.7664184570312,,
2416640,308.96,63,37938,1180,102.24,1250.662109375,0.00025,0.24758261442184448,0.0,0.2,-3.953505995468731e-06,4716,0.0,7.566995918750763e-10,2838.3455352783203,,
2418688,309.6,63,37938,1181,102.4,1478.901123046875,0.00025,0.24360764026641846,0.0,0.2,-3.0463397564517436e-06,4720,0.0,1.57160684466362e-09,2633.7618408203125,,
2420736,311.84,63,37939,1182,102.96,1439.7421875,0.00025,0.2256258726119995,0.0,0.2,-2.90234748945295e-06,4724,0.0,-7.275957614183426e-10,3148.522247314453,,
2422784,317.28,63,37940,1183,104.32,1462.2554931640625,0.00025,0.2593870162963867,0.0,0.2,-2.5451938228115978e-06,4728,0.0,1.7462298274040222e-10,2961.1853942871094,,
2424832,320.8,63,37940,1184,105.2,1682.2060546875,0.00025,0.24844443798065186,0.0,0.2,-2.615380907400322e-06,4732,0.0,-1.0477378964424133e-09,3028.8218841552734,,
2426880,323.04,63,37941,1185,105.76,1316.7349853515625,0.00025,0.2271246314048767,0.0,0.2,-1.9069240480007466e-06,4736,0.0,1.4551915228366852e-09,2879.9439392089844,,
2428928,320.8,64,37942,1186,105.2,1418.85498046875,0.00025,0.23986315727233887,0.0,0.2,-1.4311963880686562e-06,4740,0.0,-2.561137080192566e-09,3006.9443359375,,
2430976,324.0,64,37942,1187,106.0,1453.28857421875,0.00025,0.2727329134941101,0.0,0.2,-3.1461476552863132e-06,4744,0.0,5.820766091346741e-10,3108.1378479003906,,
2433024,318.56,64,37943,1188,104.64,1369.264404296875,0.00025,0.22935885190963745,0.0,0.2,-3.1437119503152644e-06,4748,0.0,3.055902197957039e-09,2765.134506225586,,
2435072,317.28,64,37944,1189,104.32,1399.420166015625,0.00025,0.2534262537956238,0.0,0.2,-2.6727753237310026e-06,4752,0.0,2.3283064365386963e-10,2850.435333251953,,
2437120,317.28,61,39310,1190,104.32,1727.0816650390625,0.00025,0.2292170524597168,0.0,0.2,-2.0838756213947818e-06,4756,0.0,1.0477378964424133e-09,3149.683090209961,,
2439168,316.96,62,39311,1191,104.24,1274.2215576171875,0.00025,0.27184492349624634,0.0,0.2,-2.6075059551544655e-06,4760,0.0,7.8580342233181e-10,2807.005599975586,,
2441216,314.72,62,39312,1192,103.68,1422.947021484375,0.00025,0.23373281955718994,0.0,0.2,-1.6343035404986495e-06,4764,0.0,-1.2078089639544487e-09,2994.0068969726562,,
2443264,314.72,62,39312,1193,103.68,1415.768798828125,0.00025,0.21805638074874878,0.0,0.2,-1.5480803128298248e-06,4768,0.0,-5.820766091346741e-11,2952.7024841308594,,
2445312,312.48,62,39313,1194,103.12,1549.155517578125,0.00025,0.24898964166641235,0.0,0.2,-1.517774400383587e-06,4772,0.0,-1.5133991837501526e-09,3056.0850830078125,,
2447360,313.12,62,39314,1195,103.28,1594.600830078125,0.00025,0.2675883173942566,0.0,0.2,-4.038376850701297e-06,4776,0.0,-7.523340173065662e-09,3249.845260620117,,
2449408,315.04,62,39314,1196,103.76,1120.8431396484375,0.00025,0.2681036591529846,0.0,0.2,-3.171314340022491e-06,4780,0.0,6.693881005048752e-10,2547.630599975586,,
2451456,314.72,62,39315,1197,103.68,1411.122802734375,0.00025,0.23491764068603516,0.0,0.2,-3.344488803236345e-06,4784,0.0,2.444721758365631e-09,2754.7474670410156,,
2453504,316.32,62,39316,1198,104.08,1623.65478515625,0.00025,0.23372960090637207,0.0,0.2,-2.6285729504138544e-06,4788,0.0,-1.2660166248679161e-09,2803.4400329589844,,
2455552,315.36,62,39317,1199,103.84,1947.987548828125,0.00025,0.24958479404449463,0.0,0.2,-3.1088884071550638e-06,4792,0.0,-3.4924596548080444e-10,3100.1436462402344,,
2457600,313.12,62,39317,1200,103.28,1801.8848876953125,0.00025,0.25509393215179443,0.0,0.2,-2.4387065948872078e-06,4796,0.0,1.6007106751203537e-09,2882.3065795898438,,
2459648,310.56,62,39318,1201,102.64,1719.3875732421875,0.00025,0.22409570217132568,0.0,0.2,-1.4118552158493003e-06,4800,0.0,9.604264050722122e-10,2946.3395080566406,,
2461696,308.0,62,39319,1202,102.0,1744.775634765625,0.00025,0.24408036470413208,0.0,0.2,-1.51632832512405e-06,4804,0.0,-3.4924596548080444e-10,3049.7791442871094,,
2463744,305.44,62,39320,1203,101.36,1337.5867919921875,0.00025,0.2652832865715027,0.0,0.2,-3.591170070649241e-06,4808,0.0,1.2223608791828156e-09,3078.147491455078,,
2465792,307.36,62,39320,1204,101.84,1356.35205078125,0.00025,0.2421056032180786,0.0,0.2,-2.668432628638584e-06,4812,0.0,1.0040821507573128e-09,2586.3187866210938,,
2467840,309.92,62,39321,1205,102.48,1735.97021484375,0.00025,0.2311980128288269,0.0,0.2,-2.3639580177814423e-06,4816,0.0,-4.94765117764473e-10,3141.6187438964844,,
2469888,310.24,62,39322,1206,102.56,1438.947509765625,0.00025,0.23065298795700073,0.0,0.2,-2.224802067019027e-06,4820,0.0,3.92901711165905e-09,3107.1026153564453,,
2471936,311.2,62,39322,1207,102.8,1419.4012451171875,0.00025,0.24779647588729858,0.0,0.2,-2.701485371403578e-06,4824,0.0,-9.313225746154785e-10,2913.034454345703,,
2473984,312.16,62,39323,1208,103.04,1659.4686279296875,0.00025,0.25527316331863403,0.0,0.2,-2.493283460580642e-06,4828,0.0,1.4551915228366852e-10,2688.1265258789062,,
2476032,312.16,62,39324,1209,103.04,1403.847412109375,0.00025,0.2380690574645996,0.0,0.2,-3.3252876647793528e-06,4832,0.0,-2.4156179279088974e-09,3148.3865356445312,,
2478080,310.88,63,39324,1210,102.72,1289.234375,0.00025,0.27261221408843994,0.0,0.2,-3.0267400319416993e-06,4836,0.0,2.066371962428093e-09,2745.2000885009766,,
2480128,311.52,63,39325,1211,102.88,1413.169677734375,0.00025,0.23457103967666626,0.0,0.2,-1.94720379198543e-06,4840,0.0,-3.841705620288849e-09,2743.344528198242,,
2482176,313.76,63,39326,1212,103.44,1554.0914306640625,0.00025,0.2578549385070801,0.0,0.2,-3.789937579767866e-06,4844,0.0,3.754394128918648e-09,3164.259994506836,,
2484224,313.12,63,39327,1213,103.28,1278.572265625,0.00025,0.25013482570648193,0.0,0.2,-3.153727249127769e-06,4848,0.0,-1.4551915228366852e-09,2666.3870239257812,,
2486272,312.48,63,39327,1214,103.12,1529.07177734375,0.00025,0.26214486360549927,0.0,0.2,-4.962186991974704e-06,4852,0.0,-2.4156179279088974e-09,2981.9113159179688,,
2488320,310.88,63,39328,1215,102.72,1369.4765625,0.00025,0.23443663120269775,0.0,0.2,-3.712727718152564e-06,4856,0.0,2.2118911147117615e-09,2777.140090942383,,
2490368,310.24,63,39329,1216,102.56,1403.02294921875,0.00025,0.2428991198539734,0.0,0.2,-3.963445706745006e-06,4860,0.0,1.0186340659856796e-09,2857.0278930664062,,
2492416,309.28,63,39329,1217,102.32,1447.837158203125,0.00025,0.2608211040496826,0.0,0.2,-5.0334121510786645e-06,4864,0.0,-4.976755008101463e-09,3065.2160034179688,,
2494464,310.56,63,39330,1218,102.64,1213.253173828125,0.00025,0.2705174684524536,0.0,0.2,-2.5300773032199686e-06,4868,0.0,-2.764863893389702e-09,2651.9496994018555,,
2496512,311.2,63,39331,1219,102.8,1369.8958740234375,0.00025,0.22614383697509766,0.0,0.2,-1.7483145384744603e-06,4872,0.0,-1.2514647096395493e-09,2654.680389404297,,
2498560,315.04,63,39332,1220,103.76,1705.026611328125,0.00025,0.21712547540664673,0.0,0.2,-3.3420276110973646e-06,4876,0.0,-4.656612873077393e-10,3585.9298706054688,,
2500608,316.0,62,39697,1221,104.0,1546.9324951171875,0.00025,0.2740249037742615,0.0,0.2,-2.346042016654337e-06,4880,0.0,-1.6007106751203537e-09,2834.1098022460938,,
2502656,316.64,63,39698,1222,104.16,1297.5286865234375,0.00025,0.22036349773406982,0.0,0.2,-1.5282568703867128e-06,4884,0.0,-1.6880221664905548e-09,2684.7444458007812,,
2504704,317.6,63,39699,1223,104.4,1406.80810546875,0.00025,0.21296286582946777,0.0,0.2,-1.942418229816667e-06,4888,0.0,-6.693881005048752e-10,3056.1637420654297,,
2506752,321.12,63,39700,1224,105.28,1567.993408203125,0.00025,0.2594144940376282,0.0,0.2,-3.822487045113121e-06,4892,0.0,-1.4551915228366852e-09,3239.2754974365234,,
2508800,318.56,63,39700,1225,104.64,1573.3392333984375,0.00025,0.2485576868057251,0.0,0.2,-2.8120465529468675e-06,4896,0.0,2.9103830456733704e-11,2595.0624618530273,,
2510848,320.16,63,39701,1226,105.04,1343.46875,0.00025,0.22186726331710815,0.0,0.2,-1.8283634091176282e-06,4900,0.0,-2.6775524020195007e-09,2883.4777221679688,,
2512896,321.44,63,39702,1227,105.36,1471.730712890625,0.00025,0.22815996408462524,0.0,0.2,-1.040321233602981e-06,4904,0.0,-2.6775524020195007e-09,2716.4569549560547,,
2514944,321.12,63,39702,1228,105.28,1716.76171875,0.00025,0.2308061718940735,0.0,0.2,-1.152834467887942e-06,4908,0.0,1.2514647096395493e-09,3193.535186767578,,
2516992,317.6,63,39703,1229,104.4,1833.93310546875,0.00025,0.2564637064933777,0.0,0.2,-1.5741633703214575e-06,4912,0.0,1.367880031466484e-09,3387.8346099853516,,
2519040,316.96,63,39704,1230,104.24,1552.5330810546875,0.00025,0.267697811126709,0.0,0.2,-1.3155903175743333e-06,4916,0.0,-1.1641532182693481e-10,2794.3851470947266,,
2521088,319.52,63,39705,1231,104.88,1723.613037109375,0.00025,0.2276066541671753,0.0,0.2,-1.208162441201921e-06,4920,0.0,1.673470251262188e-09,2985.2640533447266,,
2523136,319.2,63,39705,1232,104.8,1548.207763671875,0.00025,0.2269803285598755,0.0,0.2,-9.062103494272833e-07,4924,0.0,-3.4633558243513107e-09,3045.319320678711,,
2525184,320.8,63,39706,1233,105.2,1360.0689697265625,0.00025,0.21036052703857422,0.0,0.2,-6.627308373197138e-07,4928,0.0,-3.4924596548080444e-10,3129.308380126953,,
2527232,319.52,63,39707,1234,104.88,1725.90576171875,0.00025,0.24097508192062378,0.0,0.2,-1.7517719541615406e-06,4932,0.0,1.979060471057892e-09,3316.4301147460938,,
2529280,320.16,63,39707,1235,105.04,1555.7288818359375,0.00025,0.2403743863105774,0.0,0.2,-1.304220667464051e-06,4936,0.0,4.016328603029251e-09,2941.9852142333984,,
2531328,317.92,63,39708,1236,104.48,1662.90625,0.00025,0.24195611476898193,0.0,0.2,-1.505805872881183e-06,4940,0.0,6.111804395914078e-10,2894.5133514404297,,
2533376,318.24,63,39709,1237,104.56,1372.750244140625,0.00025,0.23164361715316772,0.0,0.2,-1.5769977679269687e-06,4944,0.0,3.2014213502407074e-10,2868.207061767578,,
2535424,315.36,63,39710,1238,103.84,1482.4700927734375,0.00025,0.24841266870498657,0.0,0.2,-2.6573069717983344e-06,4948,0.0,-9.313225746154785e-10,3312.592559814453,,
2537472,316.96,63,39710,1239,104.24,1423.14990234375,0.00025,0.2791360020637512,0.0,0.2,-3.0367427825694904e-06,4952,0.0,-9.604264050722122e-10,2707.5765380859375,,
2539520,320.48,63,39711,1240,105.12,1409.97802734375,0.00025,0.2362862229347229,0.0,0.2,-2.419806968134708e-06,4956,0.0,-5.73345459997654e-09,2717.4830322265625,,
2541568,319.52,63,39712,1241,104.88,1269.8662109375,0.00025,0.22249627113342285,0.0,0.2,-2.135455439145062e-06,4960,0.0,-1.3096723705530167e-09,2792.1656951904297,,
2543616,316.96,64,39712,1242,104.24,1576.611572265625,0.00025,0.25659602880477905,0.0,0.2,-3.6792432354104676e-06,4964,0.0,-5.529727786779404e-10,3152.603515625,,
2545664,316.96,64,39713,1243,104.24,1356.162109375,0.00025,0.2954637408256531,0.0,0.2,-5.686851864084019e-06,4968,0.0,3.987224772572517e-09,2871.6000366210938,,
2547712,314.72,64,39714,1244,103.68,1241.3309326171875,0.00025,0.2587888836860657,0.0,0.2,-4.51415166935476e-06,4972,0.0,-8.469214662909508e-09,2575.9437408447266,,
2549760,312.48,64,39714,1245,103.12,1364.855712890625,0.00025,0.22407042980194092,0.0,0.2,-4.154609399620313e-06,4976,0.0,-3.92901711165905e-09,2791.062225341797,,
2550000,,,,,,1476.245361328125,0.00025,0.2578335404396057,0.0,0.2,-5.219093182518009e-06,4980,0.0,-2.8812792152166367e-09,3183.886489868164,330.4,107.6
2551808,313.12,64,39717,1246,103.28,,,,,,,,,,,,
2553856,311.52,64,39718,1247,102.88,1254.3719482421875,0.00025,0.2562018632888794,0.0,0.2,-4.986128857353833e-06,4984,0.0,-6.4319465309381485e-09,2652.4537048339844,,
2555904,312.8,64,39719,1248,103.2,1427.3062744140625,0.00025,0.23942917585372925,0.0,0.2,-2.861622334648928e-06,4988,0.0,-1.2223608791828156e-09,2637.048126220703,,
2557952,313.12,64,39719,1249,103.28,1644.5491943359375,0.00025,0.24445879459381104,0.0,0.2,-3.2087709200823156e-06,4992,0.0,1.6880221664905548e-09,2894.0848236083984,,
2560000,315.04,64,39720,1250,103.76,1559.47705078125,0.00025,0.2500627636909485,0.0,0.2,-1.9012372760585095e-06,4996,0.0,-9.022187441587448e-10,3030.3524322509766,,
2562048,315.68,64,39721,1251,103.92,1147.4708251953125,0.00025,0.24864035844802856,0.0,0.2,-2.3762121870163355e-06,5000,0.0,1.4551915228366852e-10,3109.6231536865234,,
2564096,317.28,64,39722,1252,104.32,1306.4405517578125,0.00025,0.2774057388305664,0.0,0.2,-3.508597842483141e-06,5004,0.0,-8.440110832452774e-10,2703.2937927246094,,
2566144,319.84,64,39722,1253,104.96,1415.53857421875,0.00025,0.21955537796020508,0.0,0.2,-2.3409265850204974e-06,5008,0.0,5.820766091346741e-10,2752.6513061523438,,
2568192,319.52,64,39723,1254,104.88,1435.381103515625,0.00025,0.23064470291137695,0.0,0.2,-2.6486120674462654e-06,5012,0.0,-3.550667315721512e-09,2971.8452758789062,,
2570240,317.6,64,39724,1255,104.4,1556.2518310546875,0.00025,0.24458903074264526,0.0,0.2,-2.352819869599898e-06,5016,0.0,-1.964508555829525e-09,3069.514404296875,,
2572288,317.6,64,39725,1256,104.4,1627.1494140625,0.00025,0.26148301362991333,0.0,0.2,-3.3580909786223856e-06,5020,0.0,-1.1641532182693481e-10,2929.944290161133,,
2574336,316.64,64,39725,1257,104.16,1504.6737060546875,0.00025,0.2574014663696289,0.0,0.2,-5.233902641066379e-06,5024,0.0,4.511093720793724e-09,2989.6763916015625,,
2576384,313.12,64,39726,1258,103.28,1229.561279296875,0.00025,0.21455293893814087,0.0,0.2,-3.158650329737611e-06,5028,0.0,1.6007106751203537e-09,2586.1653747558594,,
2578432,317.28,64,39727,1259,104.32,1513.396240234375,0.00025,0.20819693803787231,0.0,0.2,-3.1028737765836922e-06,5032,0.0,7.275957614183426e-10,2819.4349975585938,,
2580480,314.72,64,39727,1260,103.68,1382.9287109375,0.00025,0.20917725563049316,0.0,0.2,-2.2200210878509097e-06,5036,0.0,-4.394678398966789e-09,2869.002700805664,,
2582528,315.04,65,39728,1261,103.76,1834.431884765625,0.00025,0.25585299730300903,0.0,0.2,-4.115739969279275e-06,5040,0.0,-3.2014213502407074e-09,3178.6373596191406,,
2584576,316.32,65,39729,1262,104.08,1114.1123046875,0.00025,0.2595491409301758,0.0,0.2,-2.6456670809693605e-06,5044,0.0,-1.862645149230957e-09,2559.2831268310547,,
2586624,317.92,65,39730,1263,104.48,1488.427001953125,0.00025,0.25134533643722534,0.0,0.2,-3.699738527984664e-06,5048,0.0,-2.2846506908535957e-09,3112.0096588134766,,
2588672,314.08,65,39730,1264,103.52,1690.1744384765625,0.00025,0.246532142162323,0.0,0.2,-2.1733872230811357e-06,5052,0.0,1.1641532182693481e-10,2840.599395751953,,
2590720,312.8,65,39731,1265,103.2,1746.99365234375,0.00025,0.24967384338378906,0.0,0.2,-3.293310079754974e-06,5056,0.0,4.0745362639427185e-10,3261.470474243164,,
2592768,314.08,65,39732,1266,103.52,1266.548583984375,0.00025,0.2508994936943054,0.0,0.2,-2.2194596809299583e-06,5060,0.0,-9.313225746154785e-10,2441.0662994384766,,
2594816,313.12,65,39732,1267,103.28,1569.073486328125,0.00025,0.20581436157226562,0.0,0.2,-2.5480795500243403e-06,5064,0.0,1.7462298274040222e-10,2841.039031982422,,
2596864,312.8,65,39733,1268,103.2,1534.3504638671875,0.00025,0.22311973571777344,0.0,0.2,-2.0733372849690568e-06,5068,0.0,4.423782229423523e-09,3130.5262603759766,,
2598912,311.52,65,39734,1269,102.88,1463.662109375,0.00025,0.23648101091384888,0.0,0.2,-1.946421143372845e-06,5072,0.0,3.8708094507455826e-09,3121.248748779297,,
2600960,312.8,65,39734,1270,103.2,1445.0716552734375,0.00025,0.27857494354248047,0.0,0.2,-2.6517989937246966e-06,5076,0.0,-2.6775524020195007e-09,2882.1613006591797,,
2603008,311.52,65,39735,1271,102.88,1439.49755859375,0.00025,0.25947558879852295,0.0,0.2,-3.2904353588492086e-06,5080,0.0,9.89530235528946e-10,2888.401885986328,,
2605056,312.8,65,39736,1272,103.2,1317.7060546875,0.00025,0.25031161308288574,0.0,0.2,-3.295268058423062e-06,5084,0.0,-8.440110832452774e-10,2785.0828247070312,,
2607104,315.04,65,39737,1273,103.76,1448.2357177734375,0.00025,0.22341388463974,0.0,0.2,-3.4672505790922514e-06,5088,0.0,1.57160684466362e-09,2861.3959197998047,,
2609152,317.92,65,39737,1274,104.48,1032.94384765625,0.00025,0.22387880086898804,0.0,0.2,-2.2827635959288273e-06,5092,0.0,-3.4924596548080444e-09,2719.3075561523438,,
2611200,317.6,65,39738,1275,104.4,1334.406494140625,0.00025,0.2253907322883606,0.0,0.2,-2.1547385244957695e-06,5096,0.0,-2.270098775625229e-09,2822.341583251953,,
2613248,320.48,65,39739,1276,105.12,1477.133056640625,0.00025,0.23175781965255737,0.0,0.2,-3.0527503156463354e-06,5100,0.0,1.3969838619232178e-09,3087.122039794922,,
2615296,319.52,65,39739,1277,104.88,1376.01318359375,0.00025,0.260481059551239,0.0,0.2,-2.42169787156854e-06,5104,0.0,1.1350493878126144e-09,2827.6656341552734,,
2617344,316.0,65,39740,1278,104.0,1646.173095703125,0.00025,0.26091378927230835,0.0,0.2,-3.116819783599567e-06,5108,0.0,-1.8044374883174896e-09,2992.611053466797,,
2619392,314.72,65,39741,1279,103.68,1353.615478515625,0.00025,0.24404281377792358,0.0,0.2,-2.649932440590419e-06,5112,0.0,5.093170329928398e-10,2814.240478515625,,
2621440,317.28,65,39741,1280,104.32,1349.4678955078125,0.00025,0.23963332176208496,0.0,0.2,-2.1243850980567913e-06,5116,0.0,-2.5029294192790985e-09,2682.9800567626953,,
2623488,312.48,66,39742,1281,103.12,1694.9794921875,0.00025,0.21952849626541138,0.0,0.2,-2.262243882000803e-06,5120,0.0,-1.1932570487260818e-09,3048.265411376953,,
2625536,310.24,63,41449,1282,102.56,1548.1011962890625,0.00025,0.26858770847320557,0.0,0.2,-5.9001427672455975e-06,5124,0.0,-9.89530235528946e-09,3215.846954345703,,
2627584,310.56,63,41617,1283,102.64,1304.3963623046875,0.00025,0.2630053758621216,0.0,0.2,-3.971921785250743e-06,5128,0.0,-3.4924596548080444e-09,2676.7025451660156,,
2629632,309.92,63,41618,1284,102.48,1254.87109375,0.00025,0.2414199709892273,0.0,0.2,-2.8647957606153795e-06,5132,0.0,-1.4551915228366852e-10,2502.9339752197266,,
